dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
Tcell_stim_G3BP1_bp_wt;AC000123.2;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC000123.3;FALSCH;T cell;stimulation;bp;4;bp;4;medium
U2OS_ars__EDC3_bp;AC000123.3;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;AC000123.3;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;AC000123.3;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;AC002044.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_sorb_PABPC1_bp_G3BPko;AC002056.3;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC002094.4;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC002316.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC002316.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC002472.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC002550.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC002550.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC004076.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC004151.1;FALSCH;T cell;stimulation;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC004151.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;AC004447.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004449.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC004449.6;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC004453.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004466.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC004475.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC004656.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004678.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC004678.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC004706.3;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004801.6;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC004801.6;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
U2OS_ars_G3BP1_bp_wt;AC004840.9;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC004847.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004877.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars_PABPC1_bp_wt;AC004893.11;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC004918.5;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC004941.5;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;AC004941.5;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;AC004941.5;FALSCH;U-2 OS;sorbitol;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC004951.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC004951.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
U2OS_sorb_PABPC1_bp_G3BPko;AC004987.9;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005034.6;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005034.6;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC005072.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005072.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC005089.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005197.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC005224.3;FALSCH;T cell;stimulation;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC005224.3;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005224.3;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC005225.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC005261.1;FALSCH;T cell;stimulation;bp;2;bp;2;low
HeLa_ars_G3BP1_bp_wt;AC005261.1;FALSCH;HeLa;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC005261.2;FALSCH;T cell;stimulation;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;AC005261.2;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005261.2;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
SMMC_ars_G3BP1_bp_wt;AC005261.2;FALSCH;SMMC-7721;arsenite;bp;4;bp;4;medium
Tcell_stim_G3BP1_bp_wt;AC005261.6;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005306.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005329.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC005329.7;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC005394.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005609.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005609.5;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005670.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC005696.4;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC005696.4;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC005753.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005753.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC005753.3;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC005753.3;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
U2OS_ars__EDC3_bp;AC005776.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC005786.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005786.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC005828.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC005831.1;FALSCH;T cell;stimulation;bp;2;bp;2;low
U2OS_ars__EDC3_bp;AC005831.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars__EDC3_bp;AC005865.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC005943.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC005943.5;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC005944.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC006001.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC006064.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC006111.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006111.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006116.12;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC006128.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC006210.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006213.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006213.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC006504.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC006504.7;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006504.7;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC006538.1;FALSCH;T cell;stimulation;bp;5;bp;5;medium
U2OS_ars_G3BP1_bp_wt;AC006538.1;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_ars_PABPC1_bp_wt;AC006538.1;FALSCH;U-2 OS;arsenite;bp;5;bp;5;medium
U2OS_sorb_G3BP1_bp_wt;AC006538.1;FALSCH;U-2 OS;sorbitol;bp;5;bp;5;medium
SKNBE_ars_G3BP1_bp_FUS;AC006538.1;FALSCH;SK-N-BE;arsenite;bp;5;bp;5;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006538.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC006946.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC006978.1;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC006978.1;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC006978.1;FALSCH;SMMC-7721;arsenite;bp;3;bp;3;low
Tcell_stim_G3BP1_bp_wt;AC007068.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC007182.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC007191.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC007192.2;FALSCH;T cell;stimulation;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC007238.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC007292.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC007326.5;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC007406.5;FALSCH;T cell;stimulation;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC007406.5;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC007406.5;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
HeLa_ars_G3BP1_bp_wt;AC007620.2;FALSCH;HeLa;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC007620.3;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_sorb_G3BP1_bp_wt;AC007620.3;FALSCH;U-2 OS;sorbitol;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC007637.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC007842.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC007842.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC007996.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC008038.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC008147.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC008393.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC008443.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC008507.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC008507.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
U2OS_ars__EDC3_bp;AC008507.2;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC008554.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC008555.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC008555.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC008555.4;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC008555.7;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC008555.7;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC008581.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC008755.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC008758.5;FALSCH;T cell;stimulation;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC008764.10;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC008770.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_bp_wt;AC008870.1;FALSCH;HeLa;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC008878.3;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC008895.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC008897.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC008977.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC008982.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC009041.3;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009041.3;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC009041.4;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC009065.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC009078.3;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC009078.3;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
U2OS_ars__EDC3_bp;AC009086.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009102.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC009102.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC009133.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC009237.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC009237.8;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
U2OS_ars_PABPC1_bp_wt;AC009237.8;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC009245.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_sorb_G3BP1_bp_wt;AC009302.2;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009318.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009318.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC009487.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC009533.1;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC009533.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC009779.3;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC009812.4;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009812.4;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC009948.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC010186.3;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010326.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010326.5;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC010327.6;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC010327.7;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010332.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC010522.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC010536.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010536.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC010536.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC010615.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010615.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC010733.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC010733.2;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC010809.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC010834.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC010834.3;FALSCH;T cell;stimulation;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC011346.1;FALSCH;T cell;stimulation;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC011446.2;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC011450.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC011462.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC011468.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011468.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011476.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011477.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011497.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC011498.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SMMC_ars_G3BP1_bp_wt;AC011498.3;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC011498.7;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC011498.7;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC011504.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011504.1;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011939.3;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC011978.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC011978.2;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC012066.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC012073.1;FALSCH;T cell;stimulation;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC012073.1;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC012073.1;FALSCH;SMMC-7721;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC012085.1;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC012184.2;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC012184.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC012313.1;FALSCH;T cell;stimulation;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.1;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC012313.1;FALSCH;SMMC-7721;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.2;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.4;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC012313.5;FALSCH;U-2 OS;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.5;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.7;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
U2OS_ars__EDC3_bp;AC012313.8;FALSCH;U-2 OS;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC012313.8;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC012313.8;FALSCH;SMMC-7721;arsenite;bp;3;bp;3;low
Tcell_stim_G3BP1_bp_wt;AC012467.2;FALSCH;T cell;stimulation;bp;1;bp;1;low
U2OS_ars_G3BP1_bp_wt;AC012493.1;FALSCH;U-2 OS;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC012510.1;FALSCH;T cell;stimulation;bp;4;bp;4;medium
U2OS_ars__EDC3_bp;AC012510.1;FALSCH;U-2 OS;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS;AC012510.1;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;AC012510.1;FALSCH;SK-N-BE;arsenite;bp;4;bp;4;medium
Tcell_stim_G3BP1_bp_wt;AC012513.3;FALSCH;T cell;stimulation;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS;AC012513.3;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SKNBE_ars_G3BP1_bp_FUS-P525L;AC012513.3;FALSCH;SK-N-BE;arsenite;bp;3;bp;3;low
SMMC_ars_G3BP1_bp_wt;AC012676.5;FALSCH;SMMC-7721;arsenite;bp;1;bp;1;low
U2OS_sorb_G3BP1_bp_wt;AC013470.6;FALSCH;U-2 OS;sorbitol;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC013564.1;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
Tcell_stim_G3BP1_bp_wt;AC015674.1;FALSCH;T cell;stimulation;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC015674.1;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
Tcell_stim_G3BP1_bp_wt;AC015688.6;FALSCH;T cell;stimulation;bp;1;bp;1;low
SKNBE_ars_G3BP1_bp_FUS;AC015712.6;FALSCH;SK-N-BE;arsenite;bp;2;bp;2;low
SMMC_ars_G3BP1_bp_wt;AC015712.6;FALSCH;SMMC-7721;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS;AC015813.6;FALSCH;SK-N-BE;arsenite;bp;1;bp;1;low
