dataset_ID;gene_symbol;HGNC_updated;system;stress_type;technique;consensus;comb_technique;consensus_comb_technique (+1 reward);consensus_class
U2OS_ars_PABPC1_bp_wt;RNF144A;WAHR;U-2 OS;arsenite;bp;3;bp_pl;4;medium
SKNBE_ars_G3BP1_bp_FUS;RNF144A;WAHR;SK-N-BE;arsenite;bp;3;bp_pl;4;medium
HeLa_ars_G3BP1_fanci_wt;RNF144B;WAHR;HeLa;arsenite;fanci;3;fanci;3;low
HeLa_heat_G3BP1_fanci_wt;RNF144B;WAHR;HeLa;heatshock;fanci;3;fanci;3;low
HeLa_UV_G3BP1_fanci_wt;RNF144B;WAHR;HeLa;UV-light;fanci;3;fanci;3;low
U2OS_ars_G3BP1_pl_wt;RNF145;WAHR;U-2 OS;arsenite;pl;5;bp_pl_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;RNF145;WAHR;T cell;stimulation;bp;5;bp_pl_fanci;6;medium
U251_ars_G3BP1_bp_wt;RNF145;WAHR;U251;arsenite;bp;5;bp_pl_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;RNF145;WAHR;HeLa;arsenite;fanci;5;bp_pl_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;RNF145;WAHR;HeLa;heatshock;fanci;5;bp_pl_fanci;6;medium
Tcell_stim_G3BP1_bp_wt;RNF146;WAHR;T cell;stimulation;bp;4;bp_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;RNF146;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF146;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;RNF146;WAHR;HeLa;osmosis;fanci;4;bp_fanci;5;medium
PC3_ars_G3BP1_pl_wt;RNF149;WAHR;PC3;arsenite;bp;3;bp_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNF149;WAHR;HeLa;arsenite;fanci;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF149;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;RNF150;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
U2OS_ars_G3BP1_bp_wt;RNF152;WAHR;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_ars_PABPC1_bp_wt;RNF152;WAHR;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_virus_G3BP1_bp_wt;RNF152;WAHR;U-2 OS;virus;bp;3;bp;3;low
Tcell_stim_G3BP1_bp_wt;RNF157;WAHR;T cell;stimulation;bp;1;bp;1;low
U2OS_virus_G3BP1_bp_wt;RNF157-AS1;WAHR;U-2 OS;virus;bp;1;bp;1;low
HeLa_osm_G3BP1_fanci_wt;RNF167;WAHR;HeLa;osmosis;fanci;1;fanci;1;low
U2OS_ars_G3BP1_pl_wt;RNF168;WAHR;U-2 OS;arsenite;pl;11;bp_pl_fanci;12;high
U2OS_ars_G3BP1_bp_wt;RNF168;WAHR;U-2 OS;arsenite;bp;11;bp_pl_fanci;12;high
U2OS_sorb_PABPC1_bp_wt;RNF168;WAHR;U-2 OS;sorbitol;bp;11;bp_pl_fanci;12;high
U2OS_sorb_PABPC1_bp_G3BPko;RNF168;WAHR;U-2 OS;sorbitol;bp;11;bp_pl_fanci;12;high
U2OS_sorb_G3BP1_bp_wt;RNF168;WAHR;U-2 OS;sorbitol;bp;11;bp_pl_fanci;12;high
U2OS_virus_G3BP1_bp_wt;RNF168;WAHR;U-2 OS;virus;bp;11;bp_pl_fanci;12;high
HeLa_ars_G3BP1_fanci_wt;RNF168;WAHR;HeLa;arsenite;fanci;11;bp_pl_fanci;12;high
HeLa_heat_G3BP1_fanci_wt;RNF168;WAHR;HeLa;heatshock;fanci;11;bp_pl_fanci;12;high
HeLa_osm_G3BP1_fanci_wt;RNF168;WAHR;HeLa;osmosis;fanci;11;bp_pl_fanci;12;high
HeLa_UV_G3BP1_fanci_wt;RNF168;WAHR;HeLa;UV-light;fanci;11;bp_pl_fanci;12;high
SMMC_ars_G3BP1_bp_wt;RNF168;WAHR;SMMC-7721;arsenite;bp;11;bp_pl_fanci;12;high
Tcell_stim_G3BP1_bp_wt;RNF169;WAHR;T cell;stimulation;bp;4;bp_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;RNF169;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF169;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;RNF169;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF170;WAHR;HeLa;heatshock;fanci;1;fanci;1;low
U2OS_ars_G3BP1_bp_wt;RNF180;WAHR;U-2 OS;arsenite;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_wt;RNF180;WAHR;U-2 OS;sorbitol;bp;3;bp;3;low
U2OS_sorb_PABPC1_bp_G3BPko;RNF180;WAHR;U-2 OS;sorbitol;bp;3;bp;3;low
PC3_ars_G3BP1_pl_wt;RNF181;WAHR;PC3;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;RNF182;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;RNF182;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;RNF182;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNF182;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF182;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
U2OS_ars__EDC3_bp;RNF185;WAHR;U-2 OS;arsenite;bp;1;bp;1;low
HeLa_osm_G3BP1_fanci_wt;RNF187;WAHR;HeLa;osmosis;fanci;1;fanci;1;low
U2OS_ars_G3BP1_bp_wt;RNF19A;WAHR;U-2 OS;arsenite;bp;7;bp_fanci;8;medium
U2OS_sorb_PABPC1_bp_G3BPko;RNF19A;WAHR;U-2 OS;sorbitol;bp;7;bp_fanci;8;medium
HeLa_ars_G3BP1_fanci_wt;RNF19A;WAHR;HeLa;arsenite;fanci;7;bp_fanci;8;medium
HeLa_heat_G3BP1_fanci_wt;RNF19A;WAHR;HeLa;heatshock;fanci;7;bp_fanci;8;medium
HeLa_osm_G3BP1_fanci_wt;RNF19A;WAHR;HeLa;osmosis;fanci;7;bp_fanci;8;medium
HeLa_UV_G3BP1_fanci_wt;RNF19A;WAHR;HeLa;UV-light;fanci;7;bp_fanci;8;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF19A;WAHR;SK-N-BE;arsenite;bp;7;bp_fanci;8;medium
HEK293T_ars_G3BP1_pl_wt;RNF19B;WAHR;HEK293T;arsenite;pl;3;bp_pl_fanci;4;medium
Tcell_stim_G3BP1_bp_wt;RNF19B;WAHR;T cell;stimulation;bp;3;bp_pl_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF19B;WAHR;HeLa;heatshock;fanci;3;bp_pl_fanci;4;medium
HEK293T_sorb_G3BP1_pl_wt;RNF2;WAHR;HEK293T;sorbitol;pl;4;bp_pl_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;RNF2;WAHR;T cell;stimulation;bp;4;bp_pl_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF2;WAHR;HeLa;heatshock;fanci;4;bp_pl_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;RNF2;WAHR;HeLa;UV-light;fanci;4;bp_pl_fanci;5;medium
HEK293T_ars_G3BP1_pl_wt;RNF20;WAHR;HEK293T;arsenite;pl;8;bp_pl_fanci;9;medium
U2OS_ars_G3BP1_pl_wt;RNF20;WAHR;U-2 OS;arsenite;pl;8;bp_pl_fanci;9;medium
Tcell_stim_G3BP1_bp_wt;RNF20;WAHR;T cell;stimulation;bp;8;bp_pl_fanci;9;medium
HeLa_ars_G3BP1_bp_NAT10ko;RNF20;WAHR;HeLa;arsenite;bp;8;bp_pl_fanci;9;medium
HeLa_ars_G3BP1_fanci_wt;RNF20;WAHR;HeLa;arsenite;fanci;8;bp_pl_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;RNF20;WAHR;HeLa;heatshock;fanci;8;bp_pl_fanci;9;medium
HeLa_osm_G3BP1_fanci_wt;RNF20;WAHR;HeLa;osmosis;fanci;8;bp_pl_fanci;9;medium
SMMC_ars_G3BP1_bp_wt;RNF20;WAHR;SMMC-7721;arsenite;bp;8;bp_pl_fanci;9;medium
U2OS_virus_G3BP1_bp_wt;RNF207;WAHR;U-2 OS;virus;bp;1;bp;1;low
HEK293T_heat_elF4A1_pl_wt;RNF208;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNF208;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
U2OS_ars__EDC3_bp;RNF213;WAHR;U-2 OS;arsenite;bp;11;bp_fanci;12;high
U2OS_ars_G3BP1_bp_wt;RNF213;WAHR;U-2 OS;arsenite;bp;11;bp_fanci;12;high
U2OS_ars_PABPC1_bp_wt;RNF213;WAHR;U-2 OS;arsenite;bp;11;bp_fanci;12;high
U2OS_sorb_PABPC1_bp_G3BPko;RNF213;WAHR;U-2 OS;sorbitol;bp;11;bp_fanci;12;high
U2OS_virus_G3BP1_bp_wt;RNF213;WAHR;U-2 OS;virus;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_bp_wt;RNF213;WAHR;HeLa;arsenite;bp;11;bp_fanci;12;high
HeLa_ars_G3BP1_fanci_wt;RNF213;WAHR;HeLa;arsenite;fanci;11;bp_fanci;12;high
HeLa_osm_G3BP1_fanci_wt;RNF213;WAHR;HeLa;osmosis;fanci;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS;RNF213;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF213;WAHR;SK-N-BE;arsenite;bp;11;bp_fanci;12;high
SMMC_ars_G3BP1_bp_wt;RNF213;WAHR;SMMC-7721;arsenite;bp;11;bp_fanci;12;high
SKNBE_ars_G3BP1_bp_FUS;RNF213-AS1;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF213-AS1;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
HeLa_ars_G3BP1_fanci_wt;RNF214;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF214;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;RNF214;WAHR;HeLa;osmosis;fanci;4;bp_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;RNF214;WAHR;SMMC-7721;arsenite;bp;4;bp_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;RNF216;WAHR;T cell;stimulation;bp;6;bp;6;medium
U2OS_ars_G3BP1_bp_wt;RNF216;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_ars_PABPC1_bp_wt;RNF216;WAHR;U-2 OS;arsenite;bp;6;bp;6;medium
U2OS_sorb_PABPC1_bp_wt;RNF216;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
U2OS_sorb_PABPC1_bp_G3BPko;RNF216;WAHR;U-2 OS;sorbitol;bp;6;bp;6;medium
SKNBE_ars_G3BP1_bp_FUS;RNF216;WAHR;SK-N-BE;arsenite;bp;6;bp;6;medium
HeLa_heat_G3BP1_fanci_wt;RNF217;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;RNF217;WAHR;HeLa;UV-light;fanci;3;bp_fanci;4;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF217;WAHR;SK-N-BE;arsenite;bp;3;bp_fanci;4;medium
HEK293T_heat_elF4A1_pl_wt;RNF220;WAHR;HEK293T;heatshock;pl;1;pl;1;low
SMMC_ars_G3BP1_bp_wt;RNF224;WAHR;SMMC-7721;arsenite;bp;1;bp;1;low
HeLa_ars_G3BP1_fanci_wt;RNF227;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;RNF227;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;RNF227;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNF227;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF227;WAHR;SK-N-BE;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;RNF24;WAHR;HeLa;arsenite;fanci;4;fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF24;WAHR;HeLa;heatshock;fanci;4;fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNF24;WAHR;HeLa;osmosis;fanci;4;fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;RNF24;WAHR;HeLa;UV-light;fanci;4;fanci;4;medium
HeLa_ars_G3BP1_pic_wt;RNF25;WAHR;HeLa;arsenite;pic;2;pic_fanci;3;low
HeLa_osm_G3BP1_fanci_wt;RNF25;WAHR;HeLa;osmosis;fanci;2;pic_fanci;3;low
HEK293T_heat_elF4A1_pl_wt;RNF26;WAHR;HEK293T;heatshock;pl;4;pl_fanci;5;medium
HeLa_ars_G3BP1_fanci_wt;RNF26;WAHR;HeLa;arsenite;fanci;4;pl_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF26;WAHR;HeLa;heatshock;fanci;4;pl_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;RNF26;WAHR;HeLa;osmosis;fanci;4;pl_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;RNF31;WAHR;T cell;stimulation;bp;1;bp;1;low
U2OS_virus_G3BP1_bp_wt;RNF32;WAHR;U-2 OS;virus;bp;1;bp;1;low
U2OS_ars_G3BP1_pl_wt;RNF34;WAHR;U-2 OS;arsenite;pl;3;pl_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF34;WAHR;HeLa;heatshock;fanci;3;pl_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNF34;WAHR;HeLa;osmosis;fanci;3;pl_fanci;4;medium
U2OS_sorb_PABPC1_bp_G3BPko;RNF38;WAHR;U-2 OS;sorbitol;bp;4;bp_fanci;5;medium
U251_ars_G3BP1_bp_wt;RNF38;WAHR;U251;arsenite;bp;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNF38;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_UV_G3BP1_fanci_wt;RNF38;WAHR;HeLa;UV-light;fanci;4;bp_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;RNF4;WAHR;T cell;stimulation;bp;3;bp_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNF4;WAHR;HeLa;arsenite;fanci;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF4;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
HEK293T_ars_G3BP1_pl_wt;RNF40;WAHR;HEK293T;arsenite;pl;4;bp_pl_fanci;5;medium
Tcell_stim_G3BP1_bp_wt;RNF40;WAHR;T cell;stimulation;bp;4;bp_pl_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;RNF40;WAHR;HeLa;osmosis;fanci;4;bp_pl_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;RNF40;WAHR;SMMC-7721;arsenite;bp;4;bp_pl_fanci;5;medium
U251_ars_G3BP1_bp_wt;RNF41;WAHR;U251;arsenite;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;RNF41;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;RNF41;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;RNF41;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNF41;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNF43;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
U2OS_sorb_PABPC1_bp_wt;RNF44;WAHR;U-2 OS;sorbitol;bp;3;bp_pl_fanci;4;medium
HEK293T_heat_elF4A1_pl_wt;RNF44;WAHR;HEK293T;heatshock;pl;3;bp_pl_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNF44;WAHR;HeLa;osmosis;fanci;3;bp_pl_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNF5;WAHR;HeLa;arsenite;fanci;2;fanci;2;low
HeLa_osm_G3BP1_fanci_wt;RNF5;WAHR;HeLa;osmosis;fanci;2;fanci;2;low
HEK293T_sorb_G3BP1_pl_wt;RNF6;WAHR;HEK293T;sorbitol;pl;6;bp_pl_fanci;7;medium
HeLa_ars_G3BP1_fanci_wt;RNF6;WAHR;HeLa;arsenite;fanci;6;bp_pl_fanci;7;medium
HeLa_heat_G3BP1_fanci_wt;RNF6;WAHR;HeLa;heatshock;fanci;6;bp_pl_fanci;7;medium
HeLa_osm_G3BP1_fanci_wt;RNF6;WAHR;HeLa;osmosis;fanci;6;bp_pl_fanci;7;medium
HeLa_UV_G3BP1_fanci_wt;RNF6;WAHR;HeLa;UV-light;fanci;6;bp_pl_fanci;7;medium
SKNBE_ars_G3BP1_bp_FUS-P525L;RNF6;WAHR;SK-N-BE;arsenite;bp;6;bp_pl_fanci;7;medium
PC3_ars_G3BP1_pl_wt;RNF7;WAHR;PC3;arsenite;bp;3;bp_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF7;WAHR;HeLa;heatshock;fanci;3;bp_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNF7;WAHR;HeLa;osmosis;fanci;3;bp_fanci;4;medium
Tcell_stim_G3BP1_bp_wt;RNF8;WAHR;T cell;stimulation;bp;3;bp_pic_fanci;4;medium
HeLa_ars_G3BP1_pic_wt;RNF8;WAHR;HeLa;arsenite;pic;3;bp_pic_fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNF8;WAHR;HeLa;heatshock;fanci;3;bp_pic_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNFT1;WAHR;HeLa;arsenite;fanci;4;fanci;4;medium
HeLa_heat_G3BP1_fanci_wt;RNFT1;WAHR;HeLa;heatshock;fanci;4;fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNFT1;WAHR;HeLa;osmosis;fanci;4;fanci;4;medium
HeLa_UV_G3BP1_fanci_wt;RNFT1;WAHR;HeLa;UV-light;fanci;4;fanci;4;medium
U2OS_sorb_PABPC1_bp_G3BPko;RNFT2;WAHR;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_sorb_G3BP1_bp_wt;RNFT2;WAHR;U-2 OS;sorbitol;bp;2;bp;2;low
U2OS_ars_G3BP1_pl_wt;RNGTT;WAHR;U-2 OS;arsenite;pl;2;bp_pl;3;low
Tcell_stim_G3BP1_bp_wt;RNGTT;WAHR;T cell;stimulation;bp;2;bp_pl;3;low
Tcell_stim_G3BP1_bp_wt;RNH1;WAHR;T cell;stimulation;bp;2;bp_fanci;3;low
HeLa_osm_G3BP1_fanci_wt;RNH1;WAHR;HeLa;osmosis;fanci;2;bp_fanci;3;low
Tcell_stim_G3BP1_bp_wt;RNMT;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
HeLa_ars_G3BP1_fanci_wt;RNMT;WAHR;HeLa;arsenite;fanci;5;bp_fanci;6;medium
HeLa_heat_G3BP1_fanci_wt;RNMT;WAHR;HeLa;heatshock;fanci;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;RNMT;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNMT;WAHR;HeLa;UV-light;fanci;5;bp_fanci;6;medium
HeLa_UV_G3BP1_fanci_wt;RNPC3-DT;WAHR;HeLa;UV-light;fanci;1;fanci;1;low
HeLa_ars_G3BP1_pic_wt;RNPEP;WAHR;HeLa;arsenite;pic;2;pic_fanci;3;low
HeLa_osm_G3BP1_fanci_wt;RNPEP;WAHR;HeLa;osmosis;fanci;2;pic_fanci;3;low
Tcell_stim_G3BP1_bp_wt;RNPEPL1;WAHR;T cell;stimulation;bp;5;bp_fanci;6;medium
U2OS_ars__EDC3_bp;RNPEPL1;WAHR;U-2 OS;arsenite;bp;5;bp_fanci;6;medium
U2OS_virus_G3BP1_bp_wt;RNPEPL1;WAHR;U-2 OS;virus;bp;5;bp_fanci;6;medium
U251_ars_G3BP1_bp_wt;RNPEPL1;WAHR;U251;arsenite;bp;5;bp_fanci;6;medium
HeLa_osm_G3BP1_fanci_wt;RNPEPL1;WAHR;HeLa;osmosis;fanci;5;bp_fanci;6;medium
HeLa_ars_G3BP1_pic_wt;RNPS1;WAHR;HeLa;arsenite;pic;3;pic_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNPS1;WAHR;HeLa;arsenite;fanci;3;pic_fanci;4;medium
HeLa_osm_G3BP1_fanci_wt;RNPS1;WAHR;HeLa;osmosis;fanci;3;pic_fanci;4;medium
HeLa_ars_G3BP1_fanci_wt;RNPS1P1;WAHR;HeLa;arsenite;fanci;4;bp_fanci;5;medium
HeLa_heat_G3BP1_fanci_wt;RNPS1P1;WAHR;HeLa;heatshock;fanci;4;bp_fanci;5;medium
HeLa_osm_G3BP1_fanci_wt;RNPS1P1;WAHR;HeLa;osmosis;fanci;4;bp_fanci;5;medium
SMMC_ars_G3BP1_bp_wt;RNPS1P1;WAHR;SMMC-7721;arsenite;bp;4;bp_fanci;5;medium
HEK293T_heat_elF4A1_pl_wt;RNU1-1;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-1;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU1-109P;WAHR;HEK293T;heatshock;pl;1;pl;1;low
SKNBE_ars_G3BP1_bp_FUS;RNU1-134P;WAHR;SK-N-BE;arsenite;bp;1;bp;1;low
HEK293T_heat_elF4A1_pl_wt;RNU1-2;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-2;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU1-27P;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-27P;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU1-28P;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-28P;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU1-3;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-3;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU1-4;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU1-4;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU2-34P;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;RNU4-1;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU4-1;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU4-2;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU4-2;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNU5A-1;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU5A-1;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNU5B-1;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
HEK293T_hip_elF4A1_pl_wt;RNU5D-1;WAHR;HEK293T;hippuristanol;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;RNU5E-1;WAHR;HEK293T;heatshock;pl;1;pl;1;low
SKNBE_ars_G3BP1_bp_FUS;RNU6-322P;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
SKNBE_ars_G3BP1_bp_FUS-P525L;RNU6-322P;WAHR;SK-N-BE;arsenite;bp;2;bp;2;low
HEK293T_heat_elF4A1_pl_wt;RNU6-45P;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;RNU6-890P;WAHR;HEK293T;heatshock;pl;1;pl;1;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-1;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-1;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-18;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-18;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-28;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-28;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-29;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-29;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-2A;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-2A;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-31;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-31;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNVU1-7;WAHR;HEK293T;heatshock;pl;2;pl;2;low
HEK293T_hip_elF4A1_pl_wt;RNVU1-7;WAHR;HEK293T;hippuristanol;pl;2;pl;2;low
HEK293T_heat_elF4A1_pl_wt;RNY1;WAHR;HEK293T;heatshock;pl;1;pl;1;low
Tcell_stim_G3BP1_bp_wt;RO60;WAHR;T cell;stimulation;bp;8;bp_pl_fanci;9;medium
HeLa_ars_G3BP1_fanci_wt;RO60;WAHR;HeLa;arsenite;fanci;8;bp_pl_fanci;9;medium
HeLa_heat_G3BP1_fanci_wt;RO60;WAHR;HeLa;heatshock;fanci;8;bp_pl_fanci;9;medium
HeLa_osm_G3BP1_fanci_wt;RO60;WAHR;HeLa;osmosis;fanci;8;bp_pl_fanci;9;medium
HeLa_UV_G3BP1_fanci_wt;RO60;WAHR;HeLa;UV-light;fanci;8;bp_pl_fanci;9;medium
SKNBE_ars_G3BP1_bp_FUS;RO60;WAHR;SK-N-BE;arsenite;bp;8;bp_pl_fanci;9;medium
